month,country,stock_code,description,total_quantity,total_revenue,num_transactions,num_customers
2010-11,United Kingdom,85099f,JUMBO BAG STRAWBERRY,42,212.52,7,0
2010-11,United Kingdom,85103,SILVER T-LIGHT SETTING,14,108.14,9,0
2010-11,United Kingdom,85104,SILVER GLASS T-LIGHT SET,20,73.8,7,0
2010-11,United Kingdom,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,19,48.45,6,0
2010-11,United Kingdom,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,35,109.33,6,0
2010-11,United Kingdom,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,32,52.6,6,0
2010-11,United Kingdom,85114A,BLACK ENCHANTED FOREST PLACEMAT,149,244.11,16,0
2010-11,United Kingdom,85114B,IVORY ENCHANTED FOREST PLACEMAT,159,305.1,22,0
2010-11,United Kingdom,85114C,RED ENCHANTED FOREST PLACEMAT,123,211.5,20,0
2010-11,United Kingdom,85114b,IVORY ENCHANTED FOREST PLACEMAT,6,20.16,1,0
2010-11,United Kingdom,85114c,RED ENCHANTED FOREST PLACEMAT,9,30.24,2,0
2010-11,United Kingdom,85116,BLACK CANDELABRA T-LIGHT HOLDER,40,69.04,8,0
2010-11,United Kingdom,85118,HEART T-LIGHT HOLDER,291,157.47,12,0
2010-11,United Kingdom,85119,WATERING CAN SINGLE HOOK PISTACHIO,20,33.8,3,0
2010-11,United Kingdom,85121C,RETRO LAUNDRY TUB PISTACHIO,2,17,1,0
2010-11,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5883,15885.85,377,0
2010-11,United Kingdom,85123a,WHITE HANGING HEART T-LIGHT HOLDER,125,846.25,7,0
2010-11,United Kingdom,85124B,BLUE JUICY FRUIT PHOTO FRAME,10,25.5,3,0
2010-11,United Kingdom,85124C,GREEN JUICY FRUIT PHOTO FRAME,30,86.54,12,0
2010-11,United Kingdom,85125,SMALL ROUND CUT GLASS CANDLESTICK,13,74.79,6,0
2010-11,United Kingdom,85126,LARGE ROUND CUTGLASS CANDLESTICK,10,67.5,4,0
2010-11,United Kingdom,85127,SMALL SQUARE CUT GLASS CANDLESTICK,14,90.18,5,0
2010-11,United Kingdom,85129B,BEADED CRYSTAL HEART GREEN SMALL,25,32.51,3,0
2010-11,United Kingdom,85129C,BEADED CRYSTAL HEART BLUE SMALL,22,35.06,10,0
2010-11,United Kingdom,85129D,BEADED CRYSTAL HEART PINK SMALL,49,75.11,12,0
2010-11,United Kingdom,85130A,BEADED PEARL HEART WHITE LARGE,12,19.8,4,0
2010-11,United Kingdom,85130B,BEADED CRYSTAL HEART GREEN LARGE,15,29.88,4,0
2010-11,United Kingdom,85130C,BEADED CRYSTAL HEART BLUE  LARGE,32,52.8,3,0
2010-11,United Kingdom,85130D,BEADED CRYSTAL HEART PINK LARGE,40,67.71,6,0
2010-11,United Kingdom,85131A,BEADED PEARL HEART WHITE ON STICK,155,127.51,19,0
2010-11,United Kingdom,85131B,BEADED CRYSTAL HEART GREEN ON STICK,120,102.4,22,0
2010-11,United Kingdom,85131C,BEADED CRYSTAL HEART BLUE ON STICK,7,6.75,4,0
2010-11,United Kingdom,85131D,BEADED CRYSTAL HEART PINK ON STICK,160,136.4,26,0
2010-11,United Kingdom,85132A,CHARLIE + LOLA BISCUITS TINS,59,275.37,21,0
2010-11,United Kingdom,85132B,CHARLIE AND LOLA TABLE TINS,19,88.61,6,0
2010-11,United Kingdom,85132C,CHARLIE AND LOLA FIGURES TINS,45,149.39,12,0
2010-11,United Kingdom,85132a,CHARLIE + LOLA BISCUITS TINS,1,21.23,1,0
2010-11,United Kingdom,85135A,YELLOW DRAGONFLY HELICOPTER,9,71.55,7,0
2010-11,United Kingdom,85135B,BLUE DRAGONFLY HELICOPTER,33,269.63,27,0
2010-11,United Kingdom,85135C,RED DRAGONFLY HELICOPTER,23,189.09,15,0
2010-11,United Kingdom,85136A,YELLOW SHARK HELICOPTER,15,122.89,13,0
2010-11,United Kingdom,85136B,BLUE SHARK HELICOPTER,4,31.8,4,0
2010-11,United Kingdom,85136C,RED SHARK HELICOPTER,35,285.01,26,0
2010-11,United Kingdom,85141,JARDIN ETCHED GLASS FRUITBOWL,3,32.25,3,0
2010-11,United Kingdom,85144,JARDIN ETCHED GLASS BUTTER DISH,3,21.75,2,0
2010-11,United Kingdom,85145,JARDIN ETCHED GLASS LARGE BELL JAR,4,51,1,0
2010-11,United Kingdom,85146,JARDIN ETCHED GLASS SMALL BELL JAR,21,124.95,8,0
2010-11,United Kingdom,85150,LADIES & GENTLEMEN METAL SIGN,372,892.32,48,0
2010-11,United Kingdom,85152,HAND OVER THE CHOCOLATE   SIGN,782,1570.54,106,0
2010-11,United Kingdom,85159A,"BLACK TEA,COFFEE,SUGAR JARS",1,12.72,1,0
2010-11,United Kingdom,85159B,"WHITE TEA,COFFEE,SUGAR JARS",2,12.7,1,0
2010-11,United Kingdom,85160A,WHITE BIRD GARDEN DESIGN MUG,18,22.5,1,0
2010-11,United Kingdom,85160a,WHITE BIRD GARDEN DESIGN MUG,1,16.13,1,0
2010-11,United Kingdom,85161,ACRYLIC GEOMETRIC LAMP,2,37.9,2,0
2010-11,United Kingdom,85163A,WHITE BAROQUE WALL CLOCK,5,63.75,3,0
2010-11,United Kingdom,85163B,BLACK BAROQUE WALL CLOCK,2,25.5,2,0
2010-11,United Kingdom,85166B,BLACK METAL BAROQUE PHOTO FRAME,6,22.5,4,0
2010-11,United Kingdom,85167B,BLACK GRAND BAROQUE PHOTO FRAME,39,75.75,4,0
2010-11,United Kingdom,85168B,BLACK BAROQUE CARRIAGE CLOCK,1,9.95,1,0
2010-11,United Kingdom,85169A,IVORY LOVE BIRD CANDLE,115,149.51,13,0
2010-11,United Kingdom,85169B,BLACK LOVE BIRD CANDLE,26,41.32,9,0
2010-11,United Kingdom,85169C,EAU DE NIL LOVE BIRD CANDLE,7,10.01,2,0
2010-11,United Kingdom,85169D,PINK LOVE BIRD CANDLE,4,5,3,0
2010-11,United Kingdom,85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,268,502.38,12,0
2010-11,United Kingdom,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,9,31.56,6,0
2010-11,United Kingdom,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,2,4.2,1,0
2010-11,United Kingdom,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2,6.31,2,0
2010-11,United Kingdom,85172,HYACINTH BULB T-LIGHT CANDLES,200,84,11,0
2010-11,United Kingdom,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,32,91.64,12,0
2010-11,United Kingdom,85174,S/4 CACTI CANDLES,100,528.64,27,0
2010-11,United Kingdom,85175,CACTI T-LIGHT CANDLES,1140,489.74,32,0
2010-11,United Kingdom,85176,SEWING SUSAN 21 NEEDLE SET,117,110.79,23,0
2010-11,United Kingdom,85177,BASKET OF FLOWERS SEWING KIT,123,107.79,15,0
2010-11,United Kingdom,85178,VICTORIAN SEWING KIT,153,195.03,25,0
2010-11,United Kingdom,85179A,GREEN BITTY LIGHT CHAIN,4,23.27,4,0
2010-11,United Kingdom,85179B,WHITE BITTY LIGHT CHAIN,1,4.65,1,0
2010-11,United Kingdom,85179C,PINK BITTY LIGHT CHAIN,3,23.29,2,0
2010-11,United Kingdom,85180A,RED HEARTS LIGHT CHAIN,5,23.25,3,0
2010-11,United Kingdom,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,51,71.25,4,0
2010-11,United Kingdom,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,49,63.75,2,0
2010-11,United Kingdom,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,55,164.49,16,0
2010-11,United Kingdom,85184c,S/4 VALENTINE DECOUPAGE HEART BOX,1,5.91,1,0
2010-11,United Kingdom,85185B,PINK HORSE SOCK PUPPET,57,191.83,19,0
2010-11,United Kingdom,85185D,FROG SOCK PUPPET,11,32.45,5,0
2010-11,United Kingdom,85186A,EASTER BUNNY GARLAND OF FLOWERS,24,10.08,1,0
2010-11,United Kingdom,85186C,BUNNY EGG GARLAND,2,1.7,2,0
2010-11,United Kingdom,85187,S/12 MINI RABBIT EASTER,8,13.2,2,0
2010-11,United Kingdom,85189,HANGING BUTTERFLY  EGG,1,0.85,1,0
2010-11,United Kingdom,85194L,HANGING SPRING FLOWER EGG LARGE,7,8.38,3,0
2010-11,United Kingdom,85194S,HANGING SPRING FLOWER EGG SMALL,19,12.35,3,0
2010-11,United Kingdom,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,2.1,1,0
2010-11,United Kingdom,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,13,11.05,1,0
2010-11,United Kingdom,85199L,LARGE HANGING IVORY & RED WOOD BIRD,503,314.08,24,0
2010-11,United Kingdom,85199S,SMALL HANGING IVORY/RED WOOD BIRD,473,208.12,28,0
2010-11,United Kingdom,85202,HANGING WOOD AND FELT HEART,44,24.36,7,0
2010-11,United Kingdom,85203,HANGING WOOD AND FELT BUTTERFLY,16,10.08,6,0
2010-11,United Kingdom,85204,HANGING WOOD AND FELT FLOWER,15,10.08,5,0
2010-11,United Kingdom,85205B,PINK FELT EASTER RABBIT GARLAND,1,5.06,1,0
2010-11,United Kingdom,85206A,CREAM FELT EASTER EGG BASKET,8,16.62,3,0
2010-11,United Kingdom,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,26,54.6,4,0
2010-11,United Kingdom,85211,S/4 GROOVY CAT MAGNETS,16,28.11,6,0
2010-11,United Kingdom,85212,MINI PAINTED GARDEN DECORATION,61,52.66,3,0
2010-11,United Kingdom,85213,MINI  ZINC GARDEN DECORATIONS,13,21.58,5,0
2010-11,United Kingdom,85214,TUB 24 PINK FLOWER PEGS,2,5.01,2,0
2010-11,United Kingdom,85215,ASSORTED CHEESE FRIDGE MAGNETS,67,54.24,7,0
2010-11,United Kingdom,85216,ASSORTED CAKES FRIDGE MAGNETS,85,62.22,8,0
2010-11,United Kingdom,85224,ASSORTED COLOUR SILK GLASSES CASE,4,8.4,1,0
2010-11,United Kingdom,85226A,WHITE/BLUE PULL BACK RACING CAR,231,142.59,32,0
2010-11,United Kingdom,85226C,BLUE PULL BACK RACING CAR,30,16.5,6,0
2010-11,United Kingdom,85227,SET OF 6 3D KIT CARDS FOR KIDS,300,287.4,52,0
2010-11,United Kingdom,85230A,OPIUM SCENTED VOTIVE CANDLE,96,25.92,4,0
2010-11,United Kingdom,85230B,CINNAMON SCENTED VOTIVE CANDLE,231,63.15,10,0
2010-11,United Kingdom,85230E,STRAWBRY SCENTED VOTIVE CANDLE,192,51.84,7,0
2010-11,United Kingdom,85230F,JASMINE VOTIVE CANDLE,144,37.92,5,0
2010-11,United Kingdom,85230G,ORANGE VOTIVE CANDLE,144,39.84,6,0
2010-11,United Kingdom,85231B,CINAMMON SET OF 9 T-LIGHTS,261,256.68,51,0
2010-11,United Kingdom,85231G,ORANGE SCENTED SET/9 T-LIGHTS,172,158.35,31,0
2010-11,United Kingdom,85232A,SET/3 POLKADOT STACKING TINS,12,69.84,9,0
2010-11,United Kingdom,85232B,SET OF 3 BABUSHKA STACKING TINS,120,613.74,40,0
2010-11,United Kingdom,85232D,SET/3 DECOUPAGE STACKING TINS,31,179.55,11,0
2010-11,United Kingdom,85232b,SET OF 3 BABUSHKA STACKING TINS,3,30.51,2,0
2010-11,United Kingdom,90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,2,12.32,2,0
2010-11,United Kingdom,90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,2,12.74,2,0
2010-11,United Kingdom,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,3,19.11,3,0
2010-11,United Kingdom,90001B,ANTIQUE MID BLUE FLOWER EARRINGS,1,4.24,1,0
2010-11,United Kingdom,90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,2,8.5,1,0
2010-11,United Kingdom,90002A,FLOWER BURST SILVER RING OPAL,1,3.75,1,0
2010-11,United Kingdom,90002D,FLOWER BURST SILVER RING CRYSTAL,6,22.62,5,0
2010-11,United Kingdom,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3,11.43,2,0
2010-11,United Kingdom,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,1,3.81,1,0
2010-11,United Kingdom,90003E,GREEN PAIR HEART HAIR SLIDES,2,7.62,2,0
2010-11,United Kingdom,90005A,JADE GREEN ENAMEL HAIR COMB,4,8.44,2,0
2010-11,United Kingdom,90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,2,19.54,2,0
2010-11,United Kingdom,90010B,BLACK/WHITE GLASS/SILVER BRACELET,14,126.12,3,0
2010-11,United Kingdom,90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,3,8.87,3,0
2010-11,United Kingdom,90011E,AMBER CRYSTAL DROP EARRINGS,1,2.96,1,0
2010-11,United Kingdom,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,5,19.05,5,0
2010-11,United Kingdom,90013B,BLACK VINTAGE EARRINGS,22,87.4,11,0
2010-11,United Kingdom,90013C,GREEN VINTAGE EARRINGS,5,19.24,2,0
2010-11,United Kingdom,90013D,PURPLE VINTAGE EARRINGS,1,4.24,1,0
2010-11,United Kingdom,90014A,SILVER/MOP ORBIT NECKLACE,7,71.66,5,0
2010-11,United Kingdom,90014B,GOLD M PEARL  ORBIT NECKLACE,5,51.09,3,0
2010-11,United Kingdom,90014C,SILVER/BLACK ORBIT NECKLACE,2,19.9,2,0
2010-11,United Kingdom,90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,1,8.5,1,0
2010-11,United Kingdom,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,1,8.5,1,0
2010-11,United Kingdom,90018A,SILVER M.O.P ORBIT DROP EARRINGS,3,12.73,3,0
2010-11,United Kingdom,90018B,GOLD M.O.P ORBIT DROP EARRINGS,1,4.25,1,0
2010-11,United Kingdom,90019A,SILVER M.O.P ORBIT BRACELET,4,20.36,3,0
2010-11,United Kingdom,90019B,GOLD M.O.P ORBIT BRACELET,2,10.46,2,0
2010-11,United Kingdom,90019C,SILVER BLACK ORBIT BRACELET,4,21.48,3,0
2010-11,United Kingdom,90021,LASER CUT MULTI STRAND NECKLACE,2,23.9,2,0
2010-11,United Kingdom,90022,EDWARDIAN DROP EARRINGS JET BLACK,1,3.81,1,0
2010-11,United Kingdom,90023,FILIGREE DIAMANTE EARRINGS,6,25.5,3,0
2010-11,United Kingdom,90024A,NEW BAROQUE B'FLY NECKLACE BLACK,1,8.5,1,0
2010-11,United Kingdom,90024B,NEW BAROQUE B'FLY NECKLACE RED,1,8.5,1,0
2010-11,United Kingdom,90024C,NEW BAROQUE B'FLY NECKLACE GREEN,1,8.49,1,0
2010-11,United Kingdom,90024D,NEW BAROQUE B'FLY NECKLACE PINK,1,8.5,1,0
2010-11,United Kingdom,90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,3.81,1,0
2010-11,United Kingdom,90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,1,3.81,1,0
2010-11,United Kingdom,90026B,GLASS BEAD HOOP NECKLACE MONTANA,1,8.5,1,0
2010-11,United Kingdom,90026C,GLASS BEAD HOOP NECKLACE GREEN,2,17,1,0
2010-11,United Kingdom,90026D,GLASS BEAD HOOP NECKLACE AMETHYST,2,17,1,0
2010-11,United Kingdom,90027C,GLASS BEAD HOOP EARRINGS GREEN,3,8.86,2,0
2010-11,United Kingdom,90027D,GLASS BEAD HOOP EARRINGS AMETHYST,4,12.24,3,0
2010-11,United Kingdom,90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,16.98,2,0
2010-11,United Kingdom,90029,NEW BAROQUE SMALL NECKLACE BLACK,7,59.5,2,0
2010-11,United Kingdom,90032,IVORY SHELL HEART NECKLACE,7,43.75,4,0
2010-11,United Kingdom,90033,IVORY SHELL HEART EARRINGS,3,7.65,1,0
2010-11,United Kingdom,90035A,"PEARL & SHELL 42""NECKL. GREEN",8,86,3,0
2010-11,United Kingdom,90036A,FLOWER GARLAND NECKLACE RED,3,24.09,3,0
2010-11,United Kingdom,90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",1,7.95,1,0
2010-11,United Kingdom,90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",4,31.92,2,0
2010-11,United Kingdom,90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",6,47.82,3,0
2010-11,United Kingdom,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",4,31.92,3,0
2010-11,United Kingdom,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",7,55.65,2,0
2010-11,United Kingdom,90037A,TINY CRYSTAL BRACELET RED,6,15.3,1,0
2010-11,United Kingdom,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,3.81,1,0
2010-11,United Kingdom,90039D,FIRE POLISHED GLASS BRACELET GREEN,1,3.81,1,0
2010-11,United Kingdom,90040A,MURANO STYLE GLASS BRACELET RED,8,30.22,5,0
2010-11,United Kingdom,90040B,MURANO STYLE GLASS BRACELET BLACK,5,18.12,3,0
2010-11,United Kingdom,90040C,MURANO STYLE GLASS BRACELET GOLD,7,24.81,3,0
2010-11,United Kingdom,90042A,FRESHWATER PEARL BRACELET GOLD,20,50.96,6,0
2010-11,United Kingdom,90042B,FRESHWATER PEARL BRACELET PINK,2,5.1,1,0
2010-11,United Kingdom,90042C,FRESHWATER PEARL BRACELET IVORY,28,71.35,8,0
2010-11,United Kingdom,90049,IVORY GOLD METAL BAG CHARM,1,10.17,1,0
2010-11,United Kingdom,90051,CRACKED GLAZE NECKLACE RED,1,6.95,1,0
2010-11,United Kingdom,90055,CRACKED GLAZE EARRINGS BROWN,1,2.54,1,0
2010-11,United Kingdom,90057,DIAMANTE RING ASSORTED IN BOX.,24,81.36,1,0
2010-11,United Kingdom,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,4,6.76,3,0
2010-11,United Kingdom,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,1,1.69,1,0
2010-11,United Kingdom,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,2,3.38,2,0
2010-11,United Kingdom,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1,1.69,1,0
2010-11,United Kingdom,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,4,6.76,3,0
2010-11,United Kingdom,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,1,1.69,1,0
2010-11,United Kingdom,90060D,FIRE POLISHED GLASS NECKL BRONZE,1,5.95,1,0
2010-11,United Kingdom,90062,CARNIVAL BRACELET,29,369.75,12,0
2010-11,United Kingdom,90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,2,16.99,2,0
2010-11,United Kingdom,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,2,7.5,1,0
2010-11,United Kingdom,90065B,BLACK VINT ART DEC CRYSTAL BRACELET,1,6.75,1,0
2010-11,United Kingdom,90069,RUBY GLASS CLUSTER NECKLACE,6,45,1,0
2010-11,United Kingdom,90070,RUBY GLASS CLUSTER BRACELET,1,6.37,1,0
2010-11,United Kingdom,90071,RUBY GLASS CLUSTER EARRINGS,3,3.78,3,0
2010-11,United Kingdom,90072,RUBY DROP CHANDELIER EARRINGS,2,8.48,2,0
2010-11,United Kingdom,90074,BLACK DIAMOND CLUSTER NECKLACE,1,8.95,1,0
2010-11,United Kingdom,90075,MONTANA DIAMOND CLUSTER NECKLACE,1,8.95,1,0
2010-11,United Kingdom,90078,PINK/WHITE GLASS DEMI CHOKER,1,7.64,1,0
2010-11,United Kingdom,90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,4.95,1,0
2010-11,United Kingdom,90081A,LILY BROOCH AMETHYST COLOUR,3,14.85,1,0
2010-11,United Kingdom,90081B,LILY BROOCH WHITE/SILVER COLOUR,3,14.85,1,0
2010-11,United Kingdom,90081C,LILY BROOCH OLIVE COLOUR,5,24.89,3,0
2010-11,United Kingdom,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,6,38.1,2,0
2010-11,United Kingdom,90082B,DIAMANTE BOW BROOCH RED COLOUR,3,19.05,1,0
2010-11,United Kingdom,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,15,96.57,7,0
2010-11,United Kingdom,90083,CRYSTAL CZECH CROSS PHONE CHARM,1,1.66,1,0
2010-11,United Kingdom,90085,CRYSTAL STILETTO PHONE CHARM,31,27.97,6,0
2010-11,United Kingdom,90086,CRYSTAL FROG PHONE CHARM,35,32.18,6,0
2010-11,United Kingdom,90087,CRYSTAL SEA HORSE PHONE CHARM,28,27.04,5,0
2010-11,United Kingdom,90088,CRYSTAL KEY+LOCK PHONE CHARM,3,2.55,2,0
2010-11,United Kingdom,90089,PINK CRYSTAL SKULL PHONE CHARM,12,10.2,1,0
2010-11,United Kingdom,90090,PINK CRYSTAL HEART PHONE CHARM,39,33.15,3,0
2010-11,United Kingdom,90093,CLEAR CRYSTAL STAR PHONE CHARM,15,13.56,3,0
2010-11,United Kingdom,90094,NECKLACE+BRACELET SET FRUIT SALAD,26,65.62,12,0
2010-11,United Kingdom,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,3,7.57,3,0
2010-11,United Kingdom,90098,NECKLACE+BRACELET PINK BUTTERFLY,5,12.59,3,0
2010-11,United Kingdom,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,6,27.85,5,0
2010-11,United Kingdom,90100,NECKLACE+BRACELET SET PINK DAISY,1,2.55,1,0
2010-11,United Kingdom,90101,WHITE FRANGIPANI NECKLACE,4,10.18,3,0
2010-11,United Kingdom,90102,WHITE FRANGIPANI HAIR CLIP,1,0.85,1,0
2010-11,United Kingdom,90103,PURPLE FRANGIPANI NECKLACE,2,5.1,1,0
2010-11,United Kingdom,90104,PURPLE FRANGIPANI HAIRCLIP,35,29.57,11,0
2010-11,United Kingdom,90108,BLUE BLOSSOM HAIR CLIP,20,23.92,4,0
2010-11,United Kingdom,90112,PINK DOLLY HAIR CLIPS,4,4.2,1,0
2010-11,United Kingdom,90114,SUMMER DAISIES BAG CHARM,18,45.5,13,0
2010-11,United Kingdom,90115,SUMMER BUTTERFLIES BAG CHARM,26,65.78,16,0
2010-11,United Kingdom,90116,FRUIT SALAD BAG CHARM,9,20.95,7,0
2010-11,United Kingdom,90118,PINK DAISY BAG CHARM,9,22.67,7,0
2010-11,United Kingdom,90119,METALIC LEAVES BAG CHARMS,5,12.59,2,0
2010-11,United Kingdom,90120A,PINK MURANO TWIST BRACELET,1,4.25,1,0
2010-11,United Kingdom,90120B,BLUE MURANO TWIST BRACELET,2,8.48,2,0
2010-11,United Kingdom,90120C,GREEN MURANO TWIST BRACELET,5,21.22,3,0
2010-11,United Kingdom,90120D,WHITE MURANO TWIST BRACELET,6,25.45,3,0
2010-11,United Kingdom,90122A,PINK CRYSTAL+GLASS BRACELET,7,34.79,3,0
2010-11,United Kingdom,90122B,JADE CRYSTAL+GLASS BRACELET,7,34.65,3,0
2010-11,United Kingdom,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,7,34.93,4,0
2010-11,United Kingdom,90123A,PINK HEART OF GLASS BRACELET,1,5.95,1,0
2010-11,United Kingdom,90123D,WHITE HEART OF GLASS BRACELET,2,11.89,2,0
2010-11,United Kingdom,90124A,PINK MURANO TWIST NECKLACE,7,69.65,5,0
2010-11,United Kingdom,90124B,BLUE MURANO TWIST NECKLACE,2,19.9,1,0
2010-11,United Kingdom,90124C,GREEN MURANO TWIST NECKLACE,4,40.3,3,0
2010-11,United Kingdom,90125A,PINK BERTIE GLASS BEAD BAG CHARM,4,12.62,2,0
2010-11,United Kingdom,90125B,AQUA BERTIE GLASS BEAD BAG CHARM,1,4.21,1,0
2010-11,United Kingdom,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,2,4.2,1,0
2010-11,United Kingdom,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,4,16.84,3,0
2010-11,United Kingdom,90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,4.21,1,0
2010-11,United Kingdom,90127A,PINK BEADS+HAND PHONE CHARM,12,15,1,0
2010-11,United Kingdom,90128A,PINK LEAVES AND BEADS PHONE CHARM,2,3.76,2,0
2010-11,United Kingdom,90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,1.25,1,0
2010-11,United Kingdom,90128C,GREEN LEAVES AND BEADS PHONE CHARM,1,1.25,1,0
2010-11,United Kingdom,90128D,PURPLE LEAVES AND BEADS PHONE CHAR,1,1.25,1,0
2010-11,United Kingdom,90129A,PINK GLASS TASSLE BAG CHARM,9,22.68,5,0
2010-11,United Kingdom,90129B,TURQUOISE GLASS TASSLE BAG CHARM,3,6.27,3,0
2010-11,United Kingdom,90129C,GREEN GLASS TASSLE BAG CHARM,7,18.07,5,0
2010-11,United Kingdom,90129D,AMBER GLASS TASSLE BAG CHARM,1,1.66,1,0
2010-11,United Kingdom,90129E,PURPLE GLASS TASSLE BAG CHARM,7,18.07,3,0
2010-11,United Kingdom,90129F,RED GLASS TASSLE BAG CHARM,4,9.22,3,0
2010-11,United Kingdom,90130A,WHITE STONE/CRYSTAL EARRINGS,4,11.81,2,0
2010-11,United Kingdom,90130B,TURQ STONE/CRYSTAL EARRINGS,5,14.8,5,0
2010-11,United Kingdom,90130C,GREEN STONE/CRYSTAL EARRINGS,2,5.92,2,0
2010-11,United Kingdom,90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,1,5.09,1,0
2010-11,United Kingdom,90133,TEAL/FUSCHIA COL BEAD NECKLACE,4,19.8,1,0
2010-11,United Kingdom,90134,OLD ROSE COMBO BEAD NECKLACE,9,26.64,6,0
2010-11,United Kingdom,90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,1,5.09,1,0
2010-11,United Kingdom,90136,PALE PINK/AMETHYST STONE NECKLACE,1,10.62,1,0
2010-11,United Kingdom,90137,PINK COMBO MINI CRYSTALS NECKLACE,4,20.36,2,0
2010-11,United Kingdom,90138,WHITE/PINK MINI CRYSTALS NECKLACE,1,5.51,1,0
2010-11,United Kingdom,90140,PINK SWEETIE NECKLACE,1,7.64,1,0
2010-11,United Kingdom,90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,2,11.02,2,0
2010-11,United Kingdom,90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,1,5.51,1,0
2010-11,United Kingdom,90142A,GREEN PENDANT SHELL NECKLACE,1,5.09,1,0
2010-11,United Kingdom,90142B,IVORY PENDANT SHELL NECKLACE,1,5.09,1,0
2010-11,United Kingdom,90142C,ROSE PINK PENDANT SHELL NECKLACE,1,5.09,1,0
2010-11,United Kingdom,90142D,MOP PENDANT SHELL NECKLACE,1,4.95,1,0
2010-11,United Kingdom,90143,SILVER BRACELET W PASTEL FLOWER,3,24.21,3,0
2010-11,United Kingdom,90144,SILVER DROP EARRINGS WITH FLOWER,4,15,1,0
2010-11,United Kingdom,90145,SILVER HOOP EARRINGS WITH FLOWER,13,77.77,4,0
2010-11,United Kingdom,90146,FINE SILVER NECKLACE W PASTEL FLOWE,10,75.57,4,0
2010-11,United Kingdom,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,9,91.56,8,0
2010-11,United Kingdom,90148,LONG SILVER NECKLACE PASTEL FLOWER,3,38.25,1,0
2010-11,United Kingdom,90149,SILVER FLOWR PINK SHELL NECKLACE,2,15,1,0
2010-11,United Kingdom,90151,SILVER/NATURAL SHELL NECKLACE,1,8.5,1,0
2010-11,United Kingdom,90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2,11.9,1,0
2010-11,United Kingdom,90155,RESIN NECKLACE W PASTEL BEADS,2,15,2,0
